"Gene_symbol","log2FoldChange"
"FAM193A",0.644268740673012
"ACTR8",0.643811255737428
"PLBD1-AS1",0.643049958016173
"TCHP",0.641231124354919
"MED20",0.641105604687475
"GRAMD4",0.640868147221173
"EVL",0.639818581628779
"AP1M1",0.639677943663298
"PRXL2A",0.6381062455261
"CFAP251",0.637942669317176
"MPHOSPH8",0.637569024338901
"TDRD9",0.637191348351882
"CNIH3",0.637024876707645
"OR2A12",0.635902576788426
"CDC42BPB",0.635250629932031
"ARF3",0.634579138905198
"SLC35G5",0.634307355781699
"DAPK2",0.633426193732014
"PRKCA",0.633401512708591
"HNRNPAB",0.633252211165515
"CSP2",0.631319942591004
"DACT3-AS1",0.631319942591004
"FAM66D",0.631319942591004
"H2BC26",0.631319942591004
"LINC02371",0.631319942591004
"LNCPOIR",0.631319942591004
"LOC128966597",0.631319942591004
"MAJIN",0.631319942591004
"MORN5",0.631319942591004
"PIPSL",0.631319942591004
"PTH",0.631319942591004
"VPS35P1",0.631319942591004
"SLC12A3",0.630690747926623
"PCDHGB2",0.630678569407077
"PAFAH2",0.630328333252585
"KCNIP1",0.630045357698157
"DNTTIP1",0.630024784691845
"PTGS1",0.628595345361673
"ACADS",0.628390059242086
"AP1S3",0.62829920304475
"LRG1",0.6280787261845
"ATXN1",0.627858588864918
"TMEM132C",0.626374743523777
"SNTB1",0.625931908800064
"SLC35E1",0.62587649209711
"NUP85",0.625630480631192
"NAPSB",0.62521394011186
"OTULIN",0.623823524960519
"PDRG1",0.623326857809893
"LRRC73",0.622994882547463
"HACL2",0.622847113186063
"CLCN7",0.622445768651605
"HIGD2A",0.622009906379894
"FRMD4A",0.621263561555358
"LAMA1",0.621015355193486
"SMIM20",0.620925385955244
"HOXB7",0.6203795369188
"ANGEL1",0.620046756295582
"HSPA1B",0.620028286463165
"CRAT",0.619556889029139
"ZNF326",0.619551742196937
"AEN",0.618696487743935
"MRNIP",0.618558675528461
"STAT2",0.618074804871934
"THAP10",0.61805319562388
"PCNT",0.617575967236792
"HSP90AB3P",0.617101217549548
"NIBAN2",0.617036141781433
"BICD2",0.616124845222448
"SHISA9",0.615935628422265
"SULT2B1",0.615933179984437
"MTOR",0.615679703903007
"DBN1",0.614425405422014
"ADGRD1",0.614399341882693
"IRF1",0.614273934833769
"SCN4A",0.612873883188685
"CADPS",0.612529445727442
"LCT",0.612322354717758
"CD1B",0.611126480937957
"JUP",0.611012413183407
"L3MBTL2",0.610591294069206
"RAD54B",0.610230590787527
"PLOD1",0.610100774423784
"RIBC2",0.610009399702109
"TRRAP",0.609825065524785
"PEX11G",0.60906857431075
"FAM156A",0.607666194855128
"FAM156B",0.607666194855128
"FOSL2",0.607026784384698
"BACC1",0.60686710819335
"MCF2L",0.606191229192807
"IMPA2",0.606187934761468
"SWSAP1",0.605941154597919
"ICAM2",0.605134946732768
"UQCC2",0.605079377074623
"TMEM256",0.604376041280598
"HMG20B",0.603965445278986
"HSP90AB2P",0.603723123552822
"GRPEL2",0.602871116675752
"ABHD14A",0.602722796650711
"COL15A1",0.602712731185112
"HECTD3",0.602702499916954
"IL36RN",0.602314783897427
"ENDOD1",0.602259114960812
"LOC105369209",0.600919482612343
"OSBPL2",0.600919482612343
"STK40",0.6007885607937
"RDH13",0.600587533746796
"PSMD3",0.60046776499406
"GOLGA4-AS1",0.600406796206835
"ZXDB",0.600044379672953
"TUBA4A",0.600027905693392
"CTNND2",0.599056536198536
"GIT1",0.598205862798125
"EEF2K",0.597544902721084
"HPS1",0.597447946760161
"WASH5P",0.597093272557696
"RPLP2",0.596093064803472
"PRKCE",0.595830697903225
"RAD54L2",0.595000734558707
"CSTPP1",0.594700348896075
"CFAP92",0.594260524154086
"RBM14-RBM4",0.593834548616552
"KRT16P3",0.593656232540367
"MROH2A",0.59363756887629
"USP18",0.593597637926122
"DGUOK-AS1",0.593008956684257
"MT1H",0.592789150144251
"NSG1",0.592531615575457
"B3GALT2",0.592457221742926
"CLTCL1",0.591593872934706
"IL16",0.591510659221172
"SHLD1",0.591188449283033
"CCSAP",0.590988769932666
"GALNT2",0.590527325107121
"TRAF7",0.590494076628472
"OR6C75",0.590485775319947
"FCMR",0.590403901905254
"USP13",0.588990912680857
"POPDC2",0.588986483744524
"GDA",0.588766930494985
"FICD",0.586508822899518
"CCM2",0.585543599409234
"WNT16",0.585185007260268
"LPP",0.584493709489024
"SNX12",0.584241447743116
"MYOC",0.58404239290948
"XAF1",0.583845325702928
"SSRP1",0.583786163492291
"UNC93B1",0.583592183875639
"DCTN3",0.582869042258532
"PRPSAP1",0.582361411149142
"SPEN-AS1",0.582089658129556
"FBXO15",0.581704051937864
"QNG1",0.581226079695804
"PDCD11",0.580646199463636
"TOMM34",0.580451483185129
"HJURP",0.57811764741692
"PGAM2",0.578015122676384
"OR56B1",0.577816101661388
"URGCP",0.57772641678239
"AMPD3",0.577702546487355
"SCARA5",0.577612392876233
"IMP4",0.577432770034574
"TMX4",0.576423343880692
"ZER1",0.576230690134213
"ATP6V0B",0.575357702753684
"BOLA2B",0.574983682799189
"AARSD1",0.574865046114204
"TPM4",0.57480034590588
"HOXB-AS1",0.574637039183136
"SLC17A3",0.574637039183136
"ARMH1",0.574451953864564
"ZNF497",0.57362197041056
"CD6",0.573086614970198
"PADI3",0.57302994894913
"FES",0.572440664022866
"CCDC170",0.571846880181815
"WASF2",0.571515097938024
"ZCCHC14",0.571061694637259
"ZNF835",0.570883351739889
"ZNF212",0.570506229591036
"BISPR",0.569898865838614
"FOXN4",0.569898865838614
"KRTAP12-1",0.569898865838614
"LINC00574",0.569898865838614
"NACAP10",0.569898865838614
"OR51M1",0.569898865838614
"RPS3AP6",0.569898865838614
"STARD6",0.569898865838614
"TRAV25",0.569898865838614
"TRBV7-7",0.569898865838614
"PLEKHF1",0.569296827767409
"FSIP1",0.568952997467855
"CALML6",0.568544576876584
"SCAP",0.568136274793287
"SMG6",0.567814519893373
"PIGT",0.567554574892366
"SRRM2",0.567358642533596
"ZNF324",0.567238417973215
"EVA1C",0.566305039006847
"FTL",0.566280930289747
"DUSP26",0.565416565005618
"FN1",0.565280280822847
"USP5",0.564813821620189
"INSYN1",0.564649486957215
"TUBA1A",0.564048656871779
"FAM120AOS",0.564035558421457
"ADCY6",0.563967672988458
"PLA2G6",0.563760944757525
"ADCK1",0.56349424684542
"EML5",0.563481336882318
"CMTM8",0.563458204866654
"SLC45A2",0.562819120596905
"KIF23-AS1",0.562692854728753
"LINC02896",0.562692854728753
"ZNF366",0.562113935794862
"STAR",0.561758023737898
"RFX8",0.560663032087574
"LOC105371730",0.55943578027355
"TAMALIN",0.559326356966662
"NSD2",0.558376772702571
"MFSD6L",0.557555346099482
"CLVS1",0.557545652698275
"POMZP3",0.557346624641546
"ZNF658B",0.555081881979408
"ERVH48-1",0.554882421214425
"IGF2R",0.554871121742795
"S100A12",0.554817717239743
"MRPS5",0.554683453823403
"MECP2",0.554096972527698
"CPA4",0.55406111513529
"PIGG",0.553644170356082
"LTBP1",0.553594275233344
"GAS7",0.553387837268069
"PHLDB2",0.553202855444002
"ANKRD49P2",0.553021828506039
"BIRC6-AS2",0.553021828506039
"C2-AS1",0.553021828506039
"CPB1",0.553021828506039
"CZIB-DT",0.553021828506039
"KBTBD6-DT",0.553021828506039
"LASTR",0.553021828506039
"LINC02327",0.553021828506039
"LINC02677",0.553021828506039
"LOC101928940",0.553021828506039
"LOC105373605",0.553021828506039
"LOC107984685",0.553021828506039
"MAGEB17",0.553021828506039
"MIR142HG",0.553021828506039
"TMEM35A",0.553021828506039
"TRAJ30",0.553021828506039
"TUBAP7",0.553021828506039
"ULBP1",0.553021828506039
"ZNF670-ZNF695",0.553021828506039
"TRANK1",0.552834937781592
"WDR45",0.552792724374235
"SEMA5A",0.552182865820076
"RBFOX2",0.551773245061218
"PDZRN3",0.55100772956722
"FAM72C",0.55087008147528
"FAM72D",0.55087008147528
"CLP1",0.550189908967811
"RRP1B",0.549243653051827
"TDO2",0.549199002887083
"DDX41",0.54919143304041
"C6orf120",0.548745099529252
"PXDC1",0.548090520954058
"ULBP2",0.547865186812452
"WDR73",0.547473977306158
"TRIM2",0.54737561214222
"SLX4",0.547031650749514
"VPS4A",0.545931238707971
"MAP4K1",0.545829370066631
"MYLK",0.545567012359254
"HSPA5",0.54485977633218
"CIMAP1A",0.543922051224344
"STARD10",0.543874397611772
"ADD1",0.543732149708283
"NIT1",0.543231190796008
"DNAJC17",0.543170831460962
"SFSWAP",0.54247428883641
"ARFGAP2",0.541692580021619
"SPECC1",0.5414177803255
"BTN2A1",0.540024713080015
"ELF3",0.53967316897762
"RPL32P13",0.539436597010188
"MAP1LC3A",0.538488350257615
"DPPA3P6",0.538052889623273
"LOC105377363",0.538052889623273
"NPSR1-AS1",0.538052889623273
"RPL17P14",0.538052889623273
"SDR42E2",0.538052889623273
"VN1R2",0.538052889623273
"AQP8",0.536290687190131
"CCR10",0.536290687190131
"EEF1A1P2",0.536290687190131
"GABBR2",0.536290687190131
"HNRNPA3P17",0.536290687190131
"LOC105374588",0.536290687190131
"LOC105378415",0.536290687190131
"LOC124906013",0.536290687190131
"LOC124907763",0.536290687190131
"LRIG2-DT",0.536290687190131
"MIR203A",0.536290687190131
"MIXL1",0.536290687190131
"OR4F17",0.536290687190131
"PPFIA1P1",0.536290687190131
"RELA-DT",0.536290687190131
"RPL23AP77",0.536290687190131
"RPL26P13",0.536290687190131
"RPL34P21",0.536290687190131
"RPL7AP6",0.536290687190131
"RPS3P6",0.536290687190131
"SLC25A21-AS1",0.536290687190131
"TAFA1",0.536290687190131
"TTC23-AS1",0.536290687190131
"USH1C",0.536290687190131
"UXT-AS1",0.536290687190131
"MYH9",0.536205773561868
"EMC1",0.536147997715643
"TXNRD2",0.536067937643447
"EXOSC7",0.53600222629056
"ZSWIM1",0.534889783640534
"DCAF4",0.534564737521017
"HLA-F",0.534120929591918
"DDX39A",0.533510995018788
"SLC6A16",0.532979683728575
"APOL1",0.532736321802277
"MMRN2",0.53191751706936
"POLR3D",0.531546991130752
"HEMK1",0.531543296511268
"CABIN1",0.530898196903379
"XCR1",0.530622973873488
"MYBL1",0.529995792159421
"DZANK1",0.529826613059543
"PAQR8",0.52978092440875
"NATD1",0.529276937139785
"ZC3HC1",0.529063708961301
"PFN2",0.528637948657873
"PCDHAC1",0.528261815158485
"CKM",0.527699849617274
"HOOK2",0.527611021501593
"TPO",0.526778033103865
"BLOC1S5",0.526520580352833
"TMEM80",0.526357282050838
"NELL2",0.525786724283006
"PTCHD4",0.524863715230731
"DBP",0.524741457387063
"SLC26A3",0.524578166165866
"BCCIP",0.524462553343703
"RHOBTB1",0.523342377553478
"ABCA9-AS1",0.521276893090784
"AKR1D1",0.521276893090784
"C20orf203",0.521276893090784
"CLUHP6",0.521276893090784
"CYP51A1-AS1",0.521276893090784
"GRXCR2",0.521276893090784
"HORMAD2",0.521276893090784
"LINC00205",0.521276893090784
"LOC105372839",0.521276893090784
"LOC124900418",0.521276893090784
"LOC124901588",0.521276893090784
"LOC93429",0.521276893090784
"MGC4859",0.521276893090784
"MIR365A",0.521276893090784
"MIR802",0.521276893090784
"MSANTD2P1",0.521276893090784
"NXPH2",0.521276893090784
"RPL13AP14",0.521276893090784
"RPL21P124",0.521276893090784
"RPL21P17",0.521276893090784
"RPL7AP30",0.521276893090784
"RPRML",0.521276893090784
"RPS3P2",0.521276893090784
"TCP10L3",0.521276893090784
"UCA1",0.521276893090784
"ZNF29P",0.521276893090784
"PAWR",0.520833609027912
"EPHA2",0.520760069226359
"PGR",0.520354434251231
"ANK2-AS1",0.519798251591241
"C1orf146",0.519798251591241
"C4orf51",0.519798251591241
"GOT1-DT",0.519798251591241
"IGKV1OR2-11",0.519798251591241
"LINC00862",0.519798251591241
"LINC01203",0.519798251591241
"LINC02608",0.519798251591241
"LOC101927245",0.519798251591241
"LOC101927787",0.519798251591241
"LOC101928988",0.519798251591241
"LOC105373209",0.519798251591241
"LOC107985126",0.519798251591241
"LOC124900697",0.519798251591241
"LOC124902824",0.519798251591241
"MALRD1-AS1",0.519798251591241
"MGC15885",0.519798251591241
"MIR325HG",0.519798251591241
"MIR591",0.519798251591241
"MOCS2-DT",0.519798251591241
"NTNG1",0.519798251591241
"RPL17P36",0.519798251591241
"RPL35AP29",0.519798251591241
"RPL7AP37",0.519798251591241
"RPL7P60",0.519798251591241
"RPS12P13",0.519798251591241
"RPS2P54",0.519798251591241
"SND1-IT1",0.519798251591241
"SPINK2",0.519798251591241
"TMEM220-AS1",0.519798251591241
"TP53TG1",0.519798251591241
"CFAP57",0.519213345099965
"YPEL1",0.519080288495612
"FZD8",0.518841782182414
"CTNNBIP1",0.518698492753093
"ZFYVE26",0.51842465807952
"TEFM",0.518063068860101
"PIGQ",0.517471626479495
"AIP",0.51688848514189
"PNN",0.515949803002818
"DHRS11",0.515908721177702
"TOMM40L",0.5157489293727
"LOC154761",0.515662855497497
"THBD",0.514942845014068
"PGK1P2",0.514832603442212
"PAPPA",0.514549944246525
"EVC",0.514107968664257
"CCDC124",0.512075346657031
"SAFB2",0.511763128703008
"RAB40AL",0.511610691197128
"PCDHGB1",0.510908035767214
"RPS4XP17",0.509234959770313
"FGD5",0.509037820310681
"CNNM2",0.50903244497263
"HNRNPA3",0.508990671145401
"MAP1B",0.508753696004616
"PURG",0.507429148092113
"FAHD1",0.506860845664041
"CSPG5",0.50677975946715
"C17orf58",0.506754016884233
"RUFY1",0.506051652114692
"ADI1",0.505726060432598
"ABHD8",0.504905739387203
"SSU72",0.504738840501056
"PEX14",0.504346090597463
"GRM1",0.504338149964415
"DPY19L2P1",0.504024672185478
"MTHFSD",0.503808943689965
"LRRC37A",0.503795476030214
"TCEA3",0.503542617207936
"C4BPA",0.503445034895612
"DNAJC27-AS1",0.503445034895612
"GMCL2",0.503445034895612
"GPS2P1",0.503445034895612
"IGHV3-22",0.503445034895612
"LINC00484",0.503445034895612
"LINC00906",0.503445034895612
"LINC00907",0.503445034895612
"LINC02067",0.503445034895612
"LINC02444",0.503445034895612
"LOC613266",0.503445034895612
"MIR200B",0.503445034895612
"MTRES1P2",0.503445034895612
"RFPL3S",0.503445034895612
"SPATA31F3",0.503445034895612
"TMSB15A",0.503445034895612
"TOMM20P2",0.503445034895612
"KCNJ11",0.50334269330705
"CDC37",0.503306059665331
"SLC2A4",0.501497725937695
"ANXA2R-OT1",0.500920535115217
"FLJ32255",0.500920535115217
"MBD1",0.500829483783528
"EOMES",0.500300420888238
"IFT56",0.500286523994401
"ARHGEF25",0.500081600545194
"DNAJB1",0.500065170097705
"VAT1",0.500033234830436
"EMILIN2",0.499370938374885
"AKAP8",0.499251064994508
"NPM3",0.499177161072391
"MRPL21",0.49911303276569
"EIF3G",0.498994377661577
"EMC8",0.498517141515893
"NSUN4",0.498475820167018
"THBS4",0.498063561961505
"TPD52L2",0.49718692718817
"CIT",0.49656766373438
"ACOT2",0.496123191814728
"GLDN",0.495958693541605
"PHACTR1",0.495856231058174
"ADCY4",0.495699256993813
"DHRSX",0.494868823905793
"SCN2A",0.494827064478338
"CACNG6",0.494825113958588
"ARL2",0.494747842882142
"ZNF362",0.494297155360955
"CLTB",0.494171515670245
"NAGPA",0.493878269955341
"TSEN54",0.493804302365741
"INPP4A",0.493662578167335
"LIG1",0.493404112019721
"AWAT1",0.493109257540766
"ZDHHC16",0.491891468101833
"DBNL",0.491196713011042
"MECR",0.488905640062045
"TMEM178B",0.488367761237337
"EPHA1",0.488271562516489
"BICDL1",0.488190906074238
"CORO2B",0.487612637415727
"CCDC150",0.48745070853302
"FRMD6-AS1",0.485887281806288
"FRMD6-AS2",0.485887281806288
"PPP1R10",0.485596639594592
"NRP1",0.485214126283736
"PTRH2",0.485135041360192
"RAPGEF1",0.48498010886764
"CHMP6",0.48479120318575
"DOC2A",0.484381205588251
"STRA8",0.484058689662783
"RBM15",0.483158514693768
"DCBLD2",0.482972901238595
"IL15RA",0.482947508705249
"SMAD6",0.482634676146819
"CNPY3",0.482338044370957
"POLE4",0.481889812063035
"BHLHE41",0.48113655822964
"SRA1",0.481101231704109
"CHRNB1",0.481023645823083
"ZNF276",0.480170789152482
"B3GNT8",0.480093577690973
"ZNF821",0.480081277459816
"H1-5",0.479565583443731
"BORCS5",0.47950279351528
"RABGEF1P1",0.479082471054176
"PALM2AKAP2",0.479035841000351
"SRF",0.478735349148491
"SH3PXD2B",0.477892201746338
"ELANE",0.477276700814022
"GOPC",0.476754537399686
"LINC02614",0.476266743249407
"LOC101928438",0.476266743249407
"NAMA",0.476266743249407
"STX17-DT",0.476266743249407
"PIEZO2",0.476159226439566
"SMARCD1",0.476129024448553
"TMEM11",0.475386761692945
"SLC9D1",0.47518586870502
"H1-3",0.474718388213448
"GINS3",0.474575127827761
"ETV5",0.474496194381932
"ZNF250",0.474389268466419
"LRRC14B",0.474277178433962
"IL18RAP",0.474144404607479
"CTC-338M12.4",0.473816313985831
"TRIM52-AS1",0.473816313985831
"LURAP1L",0.473724432367348
"CALML4",0.472566904659234
"BAG3",0.472283461670072
"ABCB9",0.472228747984227
"IFT57",0.471761288856817
"LTK",0.470391074542293
"ASB2",0.470321936491441
"PPP5C",0.470103345115007
"C8orf76",0.46994282638001
"AAR2",0.469782154134812
"BANF1",0.469721188931514
"SQSTM1",0.469523912713724
"AKIRIN2",0.469156519522948
"WNT2",0.469042455208252
"GAD1",0.468881704240509
"PMAIP1",0.468857798646474
"ARHGEF37",0.468573810670629
"DCDC2B",0.46843485874503
"LMTK2",0.467869594668966
"GPRC5A",0.46737111944103
"LOC101930112",0.467311362723135
"SPG7",0.467311362723135
"DNPEP",0.467214138763739
"FUT4",0.467042184250613
"PPARGC1B",0.466909237731338
"RNA5SP145",0.46647749317397
"ANK1",0.466462525462953
"CYTL1",0.46636412661017
"TMEM184B",0.465878336400607
"UNC119",0.46501107911734
"NOS1",0.463905877691658
"AMIGO2",0.463479912117281
"HLA-DRB3",0.463211121055036
"ATP13A5",0.463088837447352
"ZNF281",0.462705527658812
"RAB1B",0.461447524238528
"FAM138D",0.461443500210169
"FOXB2",0.461443500210169
"HSD11B1-AS1",0.461443500210169
"NBEAP6",0.461443500210169
"SERPINA12",0.461443500210169
"TRBV27",0.461443500210169
"UBTFL1",0.461443500210169
"GLMP",0.461151383579997
"CLIC3",0.460739548630775
"UTP3",0.460519829256508
"FBXW4P1",0.460228102957919
"LRRIQ1",0.459290618252606
"SLBP",0.458756547089716
"TSHZ1",0.458291746694359
"NUCB1",0.4572487531865
"EDA2R",0.456901447330236
"CMTR1",0.456401706382522
"BIN1",0.456108368478227
"RRP8",0.455522390915996
"COPS9",0.45528128812324
"SLC60A2",0.455276043244916
"LOXL3",0.454592001276644
"NRP2",0.454117665682404
"RPLP1",0.453571927153587
"DHX15",0.453535747334691
"DHRS13",0.453067128098451
"POLG",0.452945695233988
"TMEM120A",0.452641708110452
"ADCYAP1R1",0.45254633639482
"TERF2",0.451970485404881
"SLC41A3",0.451382171142656
"LAS1L",0.450912012371145
"SYK",0.450408918540303
"NAXE",0.45036929271154
"CIDECP1",0.450166977080094
"KRT1",0.449921795876293
"FAM110B",0.449399396848836
"CERS4",0.4492860641772
"RPS2P53",0.447801310916547
"PILRB",0.447688846378747
"STK17A",0.44732710444183
"RTF2",0.446083973027163
"HNRNPA1P42",0.445843918588517
"RPL21P109",0.445843918588517
"RPL34P13",0.445843918588517
"RPS23P1",0.445843918588517
"TMEM252",0.445843918588517
"TRAJ25",0.445843918588517
"TPX2",0.44552445347448
"KCNJ8",0.444973306640096
"RCN1",0.444464951767729
"ETV3",0.444168210987008
"CMTM6",0.4436725340292
"AMOTL1",0.442893636616224
"KLF3",0.442817967706159
"SKOR2",0.442482122248143
"ITPK1",0.442459071717384
"ATG4B",0.442087870087276
"AFG2A",0.441556111325012
"ABHD2",0.440247841170314
"EPHA4",0.44020065276247
"ZBTB21",0.439864241259797
"CCDC191",0.439417257725881
"GIPR",0.439197147494176
"MORN1",0.439075217408894
"MYEOV",0.437108068608804
"SLC6A9",0.436768482655283
"PAFAH1B3",0.436227189294316
"STX2",0.435597505308835
"VGLL2",0.435152953802659
"MMEL1",0.435143169146928
"UCK1",0.434477568713016
"CERS5",0.434380494430167
"THEM5",0.434238842313044
"EPB42",0.433560553398939
"NCF1B",0.43338776683899
"ADSS1",0.433229184138004
"GDPGP1",0.432667456294378
"ALK",0.43241651557323
"C1orf226",0.431792358393033
"RNF214",0.43168333566367
"BARX1",0.431558887982253
"WDFY2",0.431138838317511
"TMEM185B",0.431136569986536
"CTSE",0.430641643700766
"LOC100287430",0.430641643700766
"LOC105369421",0.430641643700766
"OR8G1",0.430641643700766
"PPEF2",0.430641643700766
"SNORA11G",0.430641643700766
"SNORD99",0.430641643700766
"TRBV7-4",0.430641643700766
"CALHM6",0.430576510473715
"CRIP3",0.430398193185167
"FAM180A",0.430398193185167
"PRSS40A",0.430398193185167
"PRSS40B",0.430398193185167
"RNASE10",0.430398193185167
"RPL23P3",0.430398193185167
"SMIM10",0.430398193185167
"TMC5-AS1",0.430398193185167
"MAGI2",0.428553880619013
"MED9",0.428082602680372
"KCNAB3",0.427180496045317
"FLCN",0.427040521530428
"ZC3H13",0.426172007098388
"CCT6P3",0.425101429204158
"GREM2",0.424829527956508
"DUX4L20",0.424639989120738
"DUX4L22",0.424639989120738
"DUX4L23",0.424639989120738
"DUX4L24",0.424639989120738
"SPATA32",0.424427823186526
"SDHAF3",0.424237366252881
"DPP7",0.423822553240189
"PGAP2",0.423383847840457
"PCARE",0.422610319561902
"SMC1B",0.422056642464756
"KCNJ6",0.421849072276513
"WDR5CP",0.421436534965108
"SH3GL1",0.42070281767846
"TBC1D24",0.420645932379429
"ZNF263",0.418764512002119
"TYRO3",0.418593976608902
"ZNF350-AS1",0.418218316240604
"ARGLU1-DT",0.418042854061292
"LINC00443",0.418042854061292
"PGBD2",0.417580364624315
"CHST6",0.417256316076134
"TIAM2",0.416649988468904
"IL3RA",0.416589240557949
"HTATIP2",0.416209965512853
"ETNPPL",0.416152045352034
"TMEM222",0.415495384447648
"CFAP141",0.415449729424245
"DYDC2",0.415449729424245
"GOT2P3",0.415449729424245
"HCG15",0.415449729424245
"KRTAP2-3",0.415449729424245
"LINC01267",0.415449729424245
"LOC124904924",0.415449729424245
"PCDHGB9P",0.415449729424245
"RGS9BP",0.415449729424245
"RPSAP70",0.415449729424245
"SNORA15",0.415449729424245
"SYNE1-AS1",0.415449729424245
"YY2",0.415449729424245
"GPR37",0.415422876647168
"ALG3P1",0.415099640732047
"GPR37L1",0.415099640732047
"LINC02289",0.415099640732047
"LINC02576",0.415099640732047
"MIR4290HG",0.415099640732047
"MTIF2P1",0.415099640732047
"OR13G1",0.415099640732047
"OR2T33",0.415099640732047
"TM4SF4",0.415099640732047
"FADS1",0.414404951481583
"PDIA5",0.414251122630718
"NFAM1",0.414030687494004
"TRIM9",0.413818230246724
"PATL1",0.413519528364416
"TXNDC15",0.413302369201349
"SULF1",0.411430432513192
"BTBD9",0.411243755991399
"NCAPH",0.41055006097388
"LMO2",0.410281976112553
"CPSF4",0.409656610132832
"TPM2",0.408969795652132
"SLC41A1",0.408813100700263
"CHRM5",0.40853698034249
"FGFBP1",0.407957592729414
"SPIB",0.407545594819352
"EHD4",0.406477231069055
"DUSP18",0.406359367707942
"FADS2",0.406237787581693
"TLR10",0.40522128928208
"BDH1",0.405181294553671
"HNRNPUL2",0.405076651550858
"FBH1",0.405047337969598
"FNDC4",0.404887087807928
"ABCF2",0.404872212475177
"ACTR1B",0.404674289678522
"NAA50",0.40409940284449
"GPX3",0.403699020833799
"SPDYE1",0.403638100534149
"PLCD4",0.403074500434148
"CTDP1",0.402989090432316
"TEDDM1",0.401706661248412
"MBLAC2",0.401191669475217
"MAP1A",0.400563371924971
"HLA-DMA",0.400420091892509
"AMBP",0.400164783847945
"ASAP1-IT2",0.400164783847945
"KRT18P14",0.400164783847945
"LINC00926",0.400164783847945
"LOC102724843",0.400164783847945
"LOC105377451",0.400164783847945
"LOC124904027",0.400164783847945
"LOC284798",0.400164783847945
"MIR365BHG",0.400164783847945
"MIR887",0.400164783847945
"MRGPRX2",0.400164783847945
"MRPS6P1",0.400164783847945
"NXNL2",0.400164783847945
"OR7A17",0.400164783847945
"PNOC",0.400164783847945
"PWRN1",0.400164783847945
"PWRN3",0.400164783847945
"RBBP8-AS1",0.400164783847945
"RPL17P28",0.400164783847945
"RPL21P128",0.400164783847945
"RPL21P51",0.400164783847945
"RPL26P10",0.400164783847945
"RPL5P32",0.400164783847945
"RPS10P30",0.400164783847945
"SLC2A2",0.400164783847945
"SNORA70F",0.400164783847945
"YAE1-DT",0.400164783847945
"DLGAP1-AS3",0.399948504619929
"LINC00615",0.399948504619929
"LINC01615",0.399948504619929
"LINC02249",0.399948504619929
"LINC02544",0.399948504619929
"LOC105370105",0.399948504619929
"LOC105370947",0.399948504619929
"MIR920",0.399948504619929
"RN7SL230P",0.399948504619929
"RPL32P22",0.399948504619929
"TMEM132D",0.399948504619929
"ZNF286B",0.399948504619929
"PCGF6",0.399748790152219
"CFAP144P1",0.399694487433498
"MIR1246",0.399694487433498
"RN7SL440P",0.399694487433498
"RPL7P1",0.399694487433498
"RPL9P28",0.399694487433498
"RPS18P10",0.399694487433498
"TAS2R39",0.399694487433498
"JMJD6",0.399598961478616
"H1-9P",0.399421475346369
"MOV10",0.399219152789165
"NMT2",0.397978995913028
"ADIPOQ",0.39790506589944
"SFRP4",0.397895764099328
"AGFG2",0.39719120385126
"WNT4",0.397032253956195
"NCF4",0.396073525573141
"C20orf96",0.395330046440662
"PTPRE",0.395232122545636
"CIAO3",0.394315000694405
"LGALS9",0.393830986131951
"DNAI7",0.393822644845437
"TMCO4",0.39352249245762
"MANEAL",0.392657397441566
"DNAJC25",0.392360310863433
"MAP4K4",0.392045545713219
"CNOT11",0.39168703266395
"FOXN1",0.389988715637021
"RAG1",0.389902756873331
"MYH14",0.389752990811476
"SUOX",0.389182111318858
"YIPF7",0.388898338517573
"TSPAN7",0.388816701602653
"ZNF423",0.388523204462024
"SZRD1",0.388474388325678
"PREX1",0.388451098437244
"CATED",0.387633140570137
"ZNF404",0.387633140570137
"HOXA4",0.386995684419751
"OSGEP",0.386509238868123
"GOT1",0.386139414787432
"AQP4-AS1",0.384937852141687
"C2orf66",0.384937852141687
"ECI1-AS1",0.384937852141687
"FNDC8",0.384937852141687
"LOC105375423",0.384937852141687
"OR52W1",0.384937852141687
"OR7E105P",0.384937852141687
"STEAP1B-AS1",0.384937852141687
"TAGLN3",0.384937852141687
"VSTM5",0.384937852141687
"C8orf34-AS1",0.384638112749015
"DIRAS2",0.384638112749015
"LIF-AS2",0.384638112749015
"LINC01569",0.384638112749015
"LINC02356",0.384638112749015
"LOC100419154",0.384638112749015
"LOC100996385",0.384638112749015
"LOC105374928",0.384638112749015
"LOC105374929",0.384638112749015
"LOC105375587",0.384638112749015
"LOC105376081",0.384638112749015
"LOC112268252",0.384638112749015
"LOC124902709",0.384638112749015
"LOC124906529",0.384638112749015
"NACA4P",0.384638112749015
"PPIAP75",0.384638112749015
"RPL17P52",0.384638112749015
"RPL7AP63",0.384638112749015
"RPL7P6",0.384638112749015
"SDK2-AS1",0.384638112749015
"TIAM1-AS1",0.384638112749015
"TOMM20L",0.384638112749015
"TNNI2",0.384576559934865
"TRIB2",0.384545932886695
"FOXO3B",0.384456185618818
"CIITA",0.384334202238764
"SIDT2",0.38371685706215
"FAT1",0.382908283262438
"ZNF576",0.382606320631245
"FYN",0.382458756260435
"CCR7",0.382367528090077
"RTN4IP1",0.381869155904112
"USF1",0.381595784756383
"CLDN17",0.381333295532233
"MRPL20",0.381093816569805
