"Gene_symbol","log2FoldChange"
"KCNQ4",3.28878788746437
"RPL4P4",3.28752323101979
"TRMT2A",3.28679381243716
"BMP1",3.28571285837292
"UNKL",3.28422108802991
"SLCO1C1",3.2834012871284
"CACNA1I",3.28327172816524
"ABCG8",3.28167680916938
"STOML1",3.27969754456262
"TMEM250",3.27880865202916
"RFPL4A",3.27778466660176
"SIX6",3.27537332147247
"ELMO3",3.27531154116248
"KCNN1",3.27498606459192
"DPP6",3.2747927210841
"PI3",3.2746425836907
"SLC38A10",3.27331611713603
"BRINP2",3.27252140609114
"CHRNA4",3.27018526498274
"KCTD17",3.2701778741985
"GSC",3.26962996145733
"CFB",3.26839175316314
"A1BG-AS1",3.26799027508185
"XKR8",3.267664827749
"GPC1-AS1",3.26760401154361
"CASKIN1",3.26699982829784
"RIT2",3.26576489589101
"PDGFA",3.26535345851758
"TMEM88",3.2647750816788
"CPZ",3.26417540994115
"RUNDC3A",3.26378684658447
"ATG9B",3.26122483455052
"C7orf25",3.25998923208758
"MAPK12",3.25919715804772
"TBC1D3P1-DHX40P1",3.25910315228987
"LINC02026",3.25887437054506
"NPHP4",3.258656918456
"C19orf67",3.25826801166806
"MGAT3",3.25636438708034
"BAALC",3.25521496598303
"ZNF428",3.25483205345845
"TRIM47",3.25424287238948
"DNLZ",3.25406463502341
"PLCH2",3.25368778208434
"ARL11",3.25297919820024
"PRH1",3.2514608818395
"GLB1L3",3.24314982975795
"PUSL1",3.24275976430381
"C8orf33",3.2426213922008
"SBNO2",3.24200573710342
"RASAL3",3.24113645316141
"NOXA1",3.24061569970434
"CPEB1",3.23981921855155
"HSPB7",3.23823030508247
"HOXB-AS3",3.23735541920523
"BATF2",3.23641750313249
"NFKBID",3.23571005129249
"KSR2",3.23541049038301
"ATN1",3.23434327531819
"ADAMTS15",3.23403139626608
"PRR5",3.23341793139868
"FOXH1",3.23285622751124
"TSPAN10",3.23250875331445
"SHFL",3.23213516333962
"FGF17",3.23204684762313
"ZKSCAN7-AS1",3.23204684762313
"RTKN",3.23132495218413
"RABEP2",3.23019891274585
"LOC128092249",3.22987394094022
"PRDM8",3.22953592438367
"GATA5",3.22892393744459
"ZNF668",3.22770643953933
"DMPK",3.2257009113548
"RPUSD1",3.22535503651819
"DIO1",3.22513694122847
"LINC01562",3.22473427029582
"ACTG1P24",3.22454846996939
"ZFHX3-AS1",3.22373019991197
"ZC3H12D",3.22340239963961
"CRCT1",3.22339342765921
"CYP1A2",3.22291353857439
"ZBTB22",3.22199122444384
"PHF23",3.22144632570948
"BCL9L",3.21731629396111
"KRT8P35",3.21726885907041
"UQCC3",3.21631499232501
"ZNF408",3.21570114786877
"KIAA1549L",3.21501675619151
"NAB2",3.21423518827125
"HLA-DOA",3.21347694251053
"PDCL2",3.2110855998336
"LRRC14",3.21053110021269
"DNAAF8",3.2099316946037
"ESS2",3.20946285942653
"NRBP2",3.20880402175417
"DDIT4",3.20846680281398
"PNMA1",3.20784303672814
"TAF6",3.20755087249426
"DUSP8",3.20607161045048
"CRTC2",3.20459897895505
"ADRA2C",3.20381736507732
"EML3",3.20346005653685
"CKB",3.20336390043785
"FAM83F",3.20258928414801
"KCNJ18",3.20188325578906
"LINC01118",3.20127764528438
"LINC01119",3.20127764528438
"LOC124906004",3.20127764528438
"CERCAM",3.20035574120987
"GPR162",3.19877156016206
"FADS3",3.19601622663464
"SKOR1",3.19579398881391
"POLD1",3.1937941160034
"EN2",3.19351718953233
"SLC22A16",3.19259906093835
"CST6",3.19083562999528
"ADM2",3.19052464734778
"KIF7",3.19001811381947
"ATP5F1D",3.18931329434965
"LOC128092252",3.18737346957444
"NOXO1",3.18716565085386
"CACFD1",3.18653086224413
"LIMD2",3.18591492906857
"PADI2",3.18579018878627
"RBM42",3.18508796582115
"TMEM145",3.18407582300639
"LAIR1",3.18286609707299
"PHLDA1",3.18210872239462
"CSNK2B",3.18206506436606
"ZNF73P",3.18174892430078
"ZNF628",3.18149233139911
"SNX15",3.1810480693616
"ZNF787",3.17898163053928
"TMEM119",3.17890982343552
"PROX2",3.17738341806853
"GATD3",3.17662552958154
"LCN12",3.17651708551283
"PCDHGC5",3.17591300188651
"BCORL1",3.17384264298306
"SELENOO",3.17058823071128
"MAP1S",3.16958063266929
"CXCL2",3.16838371524936
"FNDC7",3.167756796166
"CCDC61",3.16614982367221
"ZNF764",3.16594261478777
"RPL23AP3",3.16591965248569
"VARS1",3.16392891492792
"PPP1R9B",3.16201832065259
"GATD1",3.15976486271814
"DMP1",3.15822138061288
"WDR13",3.15783681698669
"LOC102723692",3.15778273177477
"PML",3.15731305620494
"GRIP2",3.15621680434836
"SLC45A4-AS1",3.15538429470502
"RTEL1",3.15286211551815
"PIEZO1",3.15250220979205
"NXPH4",3.15102075116978
"VPS28",3.15073813533294
"FAAP20",3.14988236457981
"GRM2",3.14946782264476
"INTS1",3.14879170946286
"AKR1C4",3.14859556929477
"ST3GAL2",3.14827301973503
"CYP2D6",3.14824141988437
"EFNA4",3.14805627243689
"APOBEC2",3.14778642179446
"SLC1A6",3.14680068932326
"VWA5B1",3.14669554371302
"KIF26A",3.14629332822287
"GPA33",3.14615925250737
"RPSAP46",3.14550975814664
"RNF227",3.14451243944528
"DUT-AS1",3.1439618583126
"ZNF536",3.14381362012538
"MAFF",3.14229221430528
"C8B",3.14163360836974
"NOVA2",3.14050483191505
"CDH8",3.13955825262296
"FAM171A2",3.13901130603172
"ALDH1B1",3.13827581591875
"SMOX",3.13818087449569
"PTHLH",3.13701790693855
"GPR157",3.13091096010525
"C22orf15",3.13047404556499
"CELF4",3.12981117212612
"CHSY3",3.12976457366004
"BCL2",3.12878674525392
"TRABD2B",3.12846742509465
"CTU2",3.12646816519052
"PRAP1",3.12605863818959
"MCRIP2",3.12605785277808
"MAB21L2",3.12518895911131
"KIF5C",3.12345604224109
"CDK3",3.12324994999053
"LCE1C",3.12296378823937
"RNF208",3.11970454366773
"SLIT1",3.11817150655475
"TTC22",3.11695428926648
"WBP1",3.11578511779927
"FHOD1",3.11543414524461
"TRABD",3.11543362680105
"UNC13A",3.11504677816633
"PPP1R1A",3.11420109273804
"PRPF31",3.11364297367083
"SLC7A5P1",3.11356990329536
"ZFP36L2",3.11305291205043
"TRMT61A",3.11252476077325
"CHMP1A",3.11244100795285
"OR7E24",3.11169872681516
"HTR6",3.11031194327148
"ANGPT4",3.10963101317919
"EQTN",3.10898029750233
"ATP5MGL",3.10781355797095
"HEXD",3.10623614989873
"SAMD11",3.10551738428592
"SLC7A4",3.10550231000742
"PGS1",3.10329218833072
"ABCB8",3.10297850493635
"TAGAP-AS1",3.10153924659944
"NUDT16L1",3.10116114244691
"MUC2",3.10024596938987
"ZNF843",3.10011744014799
"PHLDB1",3.09948676495112
"CABP4",3.09711133291934
"COLEC10",3.09637762330737
"DPF3",3.09527377959822
"TAF9",3.09449284934076
"MORC1",3.09371282541861
"C10orf95",3.09344363229948
"EMILIN3",3.09139352497383
"MYO7B",3.09085105125933
"TYSND1",3.08947919299192
"TMEM81",3.08847184731559
"TNFRSF13C",3.08809119096206
"ICAM4",3.08714101868841
"GPR78",3.08659738660258
"LHFPL5",3.08656343919068
"ADRA1A",3.08365314958251
"PRICKLE3",3.0824796376712
"CCDC85C",3.0824078219194
"HSP90B3P",3.08063171210134
"MRTFA",3.07943241219458
"FNDC10",3.07922601997538
"UBL4A",3.07836061019014
"NFKB2",3.07822149568555
"STKLD1",3.07705240708343
"ADAMTSL5",3.0770142372459
"MAFG",3.07692164946178
"LOC124903324",3.07497556437519
"LOXL2",3.07484589144276
"LRTM3",3.07456770299033
"ADM5",3.07370566273241
"POU2F2",3.07360433630263
"TAS2R38",3.07323549142829
"LRRC30",3.07254748202138
"ACOD1",3.07154113539196
"CYP8B1",3.07154113539196
"ISM2",3.07083148789651
"RXRG",3.0704314799092
"C22orf31",3.06996115503769
"LAT",3.06964954822399
"CDC42EP3",3.06925464438074
"TMX2-CTNND1",3.06913675248083
"LRP3",3.06883834204974
"PRR4",3.06833151687335
"MZT2B",3.06788834247659
"TINAGL1",3.06695306121022
"CALD1",3.06693475953744
"JPH3",3.06627846221706
"WNK2",3.06506318213241
"RPS6KL1",3.06206929658198
"ZNF804A",3.06172888321053
"SRD5A3-AS1",3.05902129005903
"OLAH",3.0587086934737
"NALF2",3.05792275667683
"TTLL9",3.05765836652
"SOD3",3.05730645424591
"NFATC1",3.05590355886087
"SNRNP35",3.05530093639068
"B4GALNT1",3.05495759748354
"KCNIP2",3.05354198211794
"CTCFL",3.05354081470164
"SHROOM1",3.05319760293499
"DOHH",3.05195861658962
"GOLGA2P9",3.05057631934655
"LTB4R",3.04969368935761
"TH",3.04864770841722
"BMP8A",3.04806637665017
"FBLN7",3.04704567131383
"SH2D3A",3.04393485292766
"LINC02801",3.04387164818858
"RSPH9",3.04290695705917
"MLLT1",3.04287013303662
"ANO9",3.04257685674333
"RTEL1-TNFRSF6B",3.04218924470791
"LORICRIN",3.04211361973218
"HSF1",3.04145738411756
"BORCS8",3.04106276508468
"EFCAB8",3.0404748826509
"POU3F1",3.04045428325099
"CATSPERZ",3.04023553053231
"POU5F1",3.04023553053231
"RGS12",3.03935217952946
"PANX3",3.03839820772177
"SH3GL2",3.03839820772177
"TACC3",3.03825328687058
"SCRN2",3.03814942620407
"FCRL6",3.03661100193358
"ZNF646",3.03637240151134
"ADAMTS18",3.03558518775842
"BRF1",3.0355328467784
"ALDOB",3.03480630916623
"FSTL5",3.03405912354157
"TNS4",3.03341848421413
"PPP1R26",3.03258582363185
"SNORA31",3.0323855339618
"GBX1",3.03110956223433
"SYT8",3.03097266610041
"FAM131A",3.02969024394336
"RPS6P10",3.02803366708475
"CEBPD",3.02741515572346
"CHST12",3.02601694549661
"ABTB1",3.02444386693749
"RPH3AL-AS1",3.02427098699643
"SH3D21",3.02411919970808
"CES5A",3.02398985613405
"BCL11B",3.02333441793159
"CFAP100",3.0225031473078
"OVOL2",3.02170115650703
"WDR4",3.02121033230419
"FER1L5",3.02053252274948
"ABI3",3.01980342193858
"GPR156",3.01878479159875
"LRRC55",3.01878479159875
"OR51E1",3.01741097383413
"NDN",3.01685532380765
"POLRMT",3.01488226252918
"TMEM132E",3.01483203511746
"MYBBP1A",3.01353367134966
"BRSK1",3.01335438242668
"SIRPB1",3.01261555423748
"CD248",3.01218486787428
"SLC29A4",3.01039795412017
"TMEM255B",3.00802711503487
"DHX34",3.00800553962456
"ZNF467",3.00665320059926
"PSMG4",3.00647022275681
"TNIP2",3.00645890484098
"MICALL1",3.0051270775618
"STK32C",3.00436105687124
"CATIP-AS1",3.00426776737612
"KIRREL3",3.00422105089543
"B4GALT2",3.00338113658006
"FZD10",3.00319729158754
"DNAL4",3.00308637340798
"JOSD2",3.00137652903633
"ZNF581",2.99991624133749
"QPCTL",2.99858789800582
"MICAL3",2.99812211227568
"ANGPTL6",2.99706385910205
"SDK2",2.99694665754412
"LOC105369632",2.99619807393097
"SPSB2",2.99619807393097
"ZNF688",2.99536709673465
"HUNK",2.99372161962084
"TRADD",2.99183428212209
"GMIP",2.99154633317889
"MLLT6",2.99137069657838
"NPTX2",2.99132363669255
"TAP2",2.99105643590796
"NOG",2.99069226788619
"MAGED4",2.99014954432259
"FCSK",2.98940230334845
"PLCD3",2.9884590060831
"PWWP2B",2.98769223854987
"LOXL1",2.98582463018167
"SCUBE3",2.98467956949295
"SAXO1",2.98417522145579
"RGS19",2.9827236542371
"FHL3",2.98247187280036
"P2RY6",2.98239274506407
"LILRA3",2.98195340067686
"CDH24",2.98177205561641
"DNAJC30",2.9814641662001
"IL4I1",2.98077920022435
"FOXF2",2.98013745219833
"ART1",2.97962442731735
"ITGAD",2.97912259918107
"SLC4A2",2.97857535155572
"SYNCRIPP1",2.97832725244491
"ZDHHC24",2.97797257327088
"PPP4R4",2.97761317778135
"PLAUR",2.97738371123896
"USHBP1",2.97704254616158
"ITPRIP",2.97585454196058
"SLC19A1",2.97523862269951
"ARL13A",2.97468123937262
"FCAR",2.9712612648662
"PELI3",2.96958283974475
"CRYBG2",2.96806834658534
"FKRP",2.96804050208664
"LIME1",2.96741154724331
"FAM174A",2.96737889652606
"DUXB",2.96712697941682
"NFATC2IP",2.96463101286145
"HSD17B1-AS1",2.96394572484596
"HCN4",2.96308790509745
"AK2P1",2.96297901393164
"HTRA4",2.96257719440969
"GLP1R",2.9623904505122
"CPNE5",2.96053502700942
"MTSS2",2.95897813898761
"KNDC1",2.95782448774404
"BORCS8-MEF2B",2.9573759085746
"MEF2B",2.9573759085746
"TNFSF12",2.9567634533896
"UBE2QL1",2.95658718691592
"FAM89A",2.95655517011809
"PAM16",2.95529884401849
"VSTM2L",2.95528131287699
"SSBP4",2.95507455237768
"SOX18",2.95403398872163
"TSNARE1",2.95337590410244
"PROSER3",2.95311856411364
"TMT1B",2.95289447399568
"EEF1A1P22",2.95216749261566
"ERV3-1",2.9494431861783
"TDRG1",2.94887259430871
"HOXC12",2.94779562751714
"NCBP2AS2",2.94759528557849
"ADAMTS20",2.94536083851602
"CPN2",2.94526089843591
"DEFB108B",2.94526089843591
"FEZF1",2.94526089843591
"KCNK18",2.94526089843591
"NEU4",2.94526089843591
"NXF2",2.94526089843591
"NXF2B",2.94526089843591
"SLC6A18",2.94526089843591
"WWTR1-AS1",2.94526089843591
"DRD3",2.94526089843591
"FAM181A",2.94526089843591
"GARIN5B",2.94526089843591
"FAM83G",2.94523693887803
"ARAP3",2.94304314646575
"CNTN2",2.93931214563612
"ADAMTS12",2.93875327808562
"FAM110D",2.93845731914781
"SDC1",2.93663025731485
"OGFR",2.93500662607331
"HEYL",2.9348128425168
"SH2B3",2.93414114919815
"CPAMD8",2.93295926718096
"GFI1",2.93210472682357
"LRRC74A",2.93145235502618
"MRPS26",2.93111676202487
"TRIP6",2.92951356499514
"GPR27",2.92942698643634
"RTL9",2.92922177130357
"ZIC5",2.92916621219615
"CEBPE",2.92901178309515
"PDX1",2.92901178309515
"PGLYRP2",2.92901178309515
"DEF8",2.92891568653706
"CD300E",2.92760696111923
"LIPG",2.9268617717331
"CCN5",2.92612012042286
"SELENOM",2.92610336835284
"HOXA13",2.92566427982723
"INSL6",2.92562918625939
"HLA-DQB1",2.92527877750889
"GPAA1",2.92494917529849
"RERE",2.92436123550594
"KLK10",2.92401169526899
"ADGRG3",2.9236488304912
"LINC00678",2.92268742989478
"DLX2",2.92262360179679
"RNF187",2.92262006395245
"NMB",2.92257159425785
"PAK4",2.92248662491961
"TAC4",2.92242707062524
"LAGE3",2.92210333317681
"CHI3L1",2.92204892984903
"WIPF2",2.92154770876249
"HABP2",2.9204692968316
"ONECUT2",2.9204692968316
"VENTX",2.91912247560041
"ERCC6L2-AS1",2.91869277069332
"FREY1",2.91869277069332
"CCNJL",2.91803679271709
"ZNF784",2.91787097374427
"SNX20",2.91784815506649
"KRT16P4",2.91675643740142
"RAC3",2.91593740682481
"ATAT1",2.91175277346112
"VARS2",2.91073177235171
"SPAG4",2.9097137162709
"PFKFB4",2.90940898718162
"SALL1",2.90918783834874
"MTMR11",2.90675318020098
"ST6GALNAC4",2.90666880625052
"RUNX3",2.904343883338
"SYNPO2L",2.90213527419442
"TAF4",2.9014529263999
"GPATCH4",2.89950872015738
"LRRN4",2.89907866905253
"FIBCD1",2.89752549112609
"LINC01249",2.89752549112609
"RPSAP74",2.89752549112609
"UTS2B",2.89752549112609
"COQ7-DT",2.89740621306239
"LINC01482",2.89740621306239
"OR14A2",2.89740621306239
"SPPL2B",2.89714362880601
"TATDN2",2.89578852425988
"IFNLR1",2.89535682138846
"IL22RA1",2.8946480514948
"RSPH10B",2.89416579981323
"RSPH10B2",2.89416579981323
"ACTR3C",2.89328470619325
"MAST1",2.89082241203488
"MIR9-1HG",2.88900187415218
"RYR3-DT",2.88900187415218
"RPS15AP11",2.88726046561938
"CSMD3",2.88669163420671
"LY6S-AS1",2.88399608793026
"PLXNA1",2.88392428174952
"TTPAL",2.88120300044012
"CDH2-AS1",2.8800069202485
"HADHBP1",2.8800069202485
"HS6ST3",2.8800069202485
"LRRC10B",2.8800069202485
"H1-10",2.87910736074145
"ZNF358",2.87750170468619
"WDR64",2.87729483822562
"DCHS2",2.87653471036691
"SGK2",2.87563092653155
"POMC",2.87561492877509
"ADAMTS2",2.87337316301768
"REC8",2.87289852578496
"LZTR1",2.87219441696887
"SEC14L3",2.87098226197316
"RAB43",2.8688630513186
"DTX3",2.8679399215937
"LDHD",2.86749577130973
"RGL3",2.86743562746685
"MPP3",2.86638871424007
"UNC5B",2.8660958328991
"ELFN2",2.86551591858776
"STRIT1",2.864916211616
"ZNF22-AS1",2.86473169912267
"GOLGA6C",2.86375744324046
"LOC124907523",2.86375744324046
"LOC124907524",2.86375744324046
"HAUS5",2.86321473259617
"EXOSC6",2.86303536146686
"RTL5",2.86284598942447
"RPS2P20",2.86242801479768
"VKORC1L1",2.8617299780024
"LOXL1-AS1",2.86027962868246
"WFDC3",2.86027962868246
"LGSN",2.86014889474493
"TBC1D10A",2.85882472363093
"TMEM8B",2.85757586603173
"VWC2",2.85738043371648
"UPK3A",2.85734591259212
"ABCC8",2.85652296627447
"LRWD1",2.85553010930471
"EFCC1",2.85449562687579
"CLVS2",2.85395350072407
"MMP14",2.85261740797797
"PPFIA3",2.8513007464277
"ZBTB47",2.85096752767872
"CRMP1",2.85043850983916
"EBF4",2.84869226925843
"CYP26B1",2.84855104489002
"CAND2",2.84836037018984
"TK1",2.84787395929536
"TMCC2",2.84761564766574
"CASR",2.84701510891512
"NT5DC4",2.84624543715475
"PSPN",2.84613797807872
"IRAK1",2.84477879624546
"PLA2G4E",2.84444647632103
"SLC26A6",2.84423604083155
"SRCIN1",2.84408419357216
"NELFB",2.84372894934429
"MSH5-SAPCD1",2.8431484339612
"CD300C",2.84242354167075
"AMN",2.84226000705566
"PGF",2.84142875258356
"PTPN23-DT",2.84009859911851
"CBFA2T3",2.83763675182706
"NGEF",2.8366966369364
"NLRC5",2.83663150592397
"MSLNL",2.83652370708253
"TSNAXIP1",2.83588418243337
"KRT37",2.83509701517155
"VWA3B",2.83487347562228
"IZUMO4",2.83474752151494
"MMP19",2.83341978957809
"ANO8",2.83135403641078
"MAD2L2",2.83107825723678
"OR8B2",2.83040296439107
"UPB1",2.83003657107556
"LLGL1",2.82998057629931
"CASKIN2",2.82941157864644
"PCED1A",2.82939865060256
"TBX21",2.82793691938898
"C1orf167",2.82652761555706
"ABHD15",2.82625050236074
"PPP1R3F",2.82522803563523
"ERFE",2.82477039360954
"SLC38A7",2.82423085157492
"XYLT2",2.82344415482712
"MRI1",2.8228487821413
"PHF1",2.82271652429496
"MMP13",2.82215954010733
"RILP",2.82028170899351
"AXDND1",2.81896307280163
"KANK3",2.81878369293523
"FN3K",2.81868168619425
"LINC01126",2.81860156446788
"FAM90A14",2.81788404108825
"FAM90A5",2.81788404108825
"LOC102723566",2.81751882153075
"SPATA25",2.81746616411687
"SPNS3",2.81745994257964
"AJUBA",2.81490065848938
"DDRGK1",2.81478788335978
"SEPTIN4-AS1",2.81367196339718
"DPH2",2.81286638343737
"ADCK2",2.81257809573997
"LRRC75B",2.81016939233484
"LGALS9C",2.80970242114963
"LOC124907928",2.80970242114963
"MIR3661",2.80967831682333
"RASSF1",2.80966461657331
"ZDHHC12",2.80881641642058
"MMP9",2.80875093609918
"UBR7",2.80868062336048
"HS6ST2",2.80856037772229
"HMGA2-AS1",2.80821094685007
"DENND2B",2.80735229853868
"CCDC9",2.80707287160913
"C4orf17",2.80706034166099
"RPL10AP6",2.8061752192193
"APLP1",2.80563630891024
"MMP21",2.80507558493858
"FAM78B",2.80502206273859
"PLK1",2.80484898954439
"HIVEP3",2.80371269162465
"SLC43A2",2.80304624966655
"POTEH",2.80281178018015
"TBC1D25",2.80179004403662
"MDGA2",2.80122982425409
"PGP",2.80016915831045
"MMP12",2.79969427959651
"SPATA31C1",2.79913386405162
"AKAP17A",2.79858549630951
"ZC3H18",2.79804052389466
"FOXM1",2.798008440765
"ABCC10",2.79788787020887
"IQSEC3",2.79762708386682
"MICOS10-NBL1",2.79749510683316
"NBL1",2.79749510683316
"TMEM204",2.79646272433048
"PHETA1",2.79622059300307
"FAM222B",2.79590906841192
"CLDN3",2.7959078891158
"LOC100288001",2.79582825445692
"NUP210L",2.7927881611009
"HEY2",2.79022983324406
"ADGRL1-AS1",2.78967413978012
"ASIC3",2.78914695579905
"LOC105374901",2.78755182890218
"SPATA31A3",2.78704378881833
"C4BPB",2.78602593937533
"CCDC144NL-AS1",2.78316758896009
"CIMIP5",2.78316758896009
"LOC339260",2.78316758896009
"SART1",2.78261712052556
"ZNF496",2.7822018988044
"USP20",2.78184897132738
"RPS10P5",2.77954591725222
"KLF7",2.778298683677
"GRIA4",2.77791871265987
"GRAP",2.77718814713725
"GRAPL",2.77718814713725
"KCNS1",2.77671517373312
"KLK5",2.77662096542373
"AKR7A3",2.77658970134195
"AATF",2.77600522543165
"UBTD1",2.77599693841507
"LETM2",2.77590348881129
"GPC1",2.77556168168554
"LRRC37A2",2.77346272470433
"WNT7B",2.7732224864477
"PNMA8B",2.77239679123207
"ST6GALNAC6",2.77194423404958
"PRRG2",2.77041181664547
"SPINDOC",2.77032401778711
"CLUH",2.7698457155963
"RABGGTA",2.76842455058308
"METTL27",2.76826177632124
"MFRP",2.76803793237899
"LCE2B",2.76790008702567
"SNAPC4",2.76677525236767
"APOE",2.76637085056518
"PPP2R5B",2.76473300597232
"CDC42EP4",2.76319437749715
"FLYWCH1",2.76229689696837
"PRDM16",2.76040059516246
"TBC1D16",2.75869740959363
"MCEMP1",2.75447145826493
"PXN",2.75388712856848
"CDT1",2.75361867718031
"LPAR4",2.75145781110871
"NRARP",2.75083769826545
"BICDL2",2.75050505795057
"LINC02693",2.7494648226388
"LCNL1",2.74896929719579
"EPHA10",2.74894263904242
"DEDD2",2.74804095690083
"RUSC1",2.74779301305988
"RCE1",2.74740631828868
"TTC36",2.7465811117811
"HSD17B14",2.74642032060878
"SRSF2",2.74558799521131
"PLEKHG6",2.74521206109994
"DUSP13B",2.74489919130088
"FKBP1B",2.74440692498981
"POU6F2",2.74375269243331
"P2RY11",2.7412656979787
"GLI2",2.74120043890455
"IL21R",2.73786649466658
"FGFRL1",2.73769866778811
"HDGF",2.7376634589826
"CEACAM19",2.73761811687553
"C8orf44",2.73718595325815
"IL18BP",2.73696148703868
"DOCK6",2.73668886257447
"LOC124906400",2.7364653619743
"LOC124906410",2.7364653619743
"LOC124906411",2.7364653619743
"LOC124906415",2.7364653619743
"LOC128966626",2.7364653619743
"USP17L20",2.7364653619743
"ZC3H4",2.73575002562007
"PPP1R3D",2.73475990142481
"LAMTOR1",2.73465594866759
"PROM2",2.73438914215697
"SCUBE1",2.73405530238027
"LGI4",2.73399314653003
"TMEM147-AS1",2.73338830970003
"DCST1",2.73296512511795
"DOCK11P1",2.73242594045928
"FOXL2NB",2.73142720127213
"MST1",2.73120865918065
"TJAP1",2.72847442251356
"ATMINP1",2.72806422999509
"PSMG3",2.72799750216257
"LINGO3",2.72744743662787
"SPHK2",2.72667891352196
"PPP1R13B-DT",2.72497633071705
"ZBTB8B",2.72001987214932
"PCDH10",2.71926922356632
"OR51I2",2.71849030860005
"EFNA2",2.71759516158464
"NT5C",2.7173111783069
"UBE2S",2.71644946067371
"ZNF785",2.71639092046782
"NECAB1",2.71612203200913
"PFAS",2.71545848037323
"DUX4L18",2.71255916729821
"FOXQ1",2.71242781939969
"FBN3",2.71178071257759
"TDRD10",2.71108748887126
"IP6K3",2.71100288333471
"KCNK15",2.71088058259685
"VOPP1",2.70675683294904
"ATAD3C",2.70672873339708
"ROBO4",2.70574084438504
"RNF183",2.70573273978264
"TRIM43B",2.70573273978264
"HDHD5",2.70549510478768
"RAB3B",2.70457283438312
"DCAKD",2.70432177051247
"RPA4",2.70284617424324
"TNFRSF13B",2.70271425029687
"GRPR",2.70236589875094
"LGALS12",2.70227219881639
"NR1H3",2.70110834512474
"CELF6",2.70005093477797
"ARAF",2.69959407980494
"COL18A1",2.69947093914702
"TMEM161A",2.69906462093164
"CENPX",2.6989022247417
"ZMIZ2",2.69871259435869
"HLA-A",2.69867898267846
"LEKR1",2.69860927582116
"ITGAX",2.6977645286247
"LINC03040",2.69749672923978
"GALNT15",2.69706887417684
"CTBP1",2.69703160270562
"GPR33",2.69634648245348
"ACTN4P1",2.69630224592895
"ADAD1",2.69630224592895
"ADAM1B",2.69630224592895
"ADAM7",2.69630224592895
"APOA4",2.69630224592895
"ARAP2-AS1",2.69630224592895
"ARHGAP29-AS1",2.69630224592895
"ARHGEF9-IT1",2.69630224592895
"ARMS2",2.69630224592895
"ASS1P14",2.69630224592895
"B3GAT1-DT",2.69630224592895
"BNIP3P37",2.69630224592895
"BPIFA3",2.69630224592895
"BRIX1P1",2.69630224592895
"BTBD17",2.69630224592895
"C11orf40",2.69630224592895
"C13orf46",2.69630224592895
"C2orf69P1",2.69630224592895
"C3orf86P",2.69630224592895
"C7orf33",2.69630224592895
"CACNA2D3-AS1",2.69630224592895
"CALHM3",2.69630224592895
"CBX3P2",2.69630224592895
"CCDC144NL",2.69630224592895
"CCT4P2",2.69630224592895
"CD300LD-AS1",2.69630224592895
"CDCP2",2.69630224592895
"CDR2-DT",2.69630224592895
"CFAP20DC-AS1",2.69630224592895
"CFHR5",2.69630224592895
"CHEK2P2",2.69630224592895
"CIB3",2.69630224592895
"CITED1",2.69630224592895
"CLDN14-AS1",2.69630224592895
"CLEC2L",2.69630224592895
"CLLU1-AS1",2.69630224592895
"CLRN3",2.69630224592895
"CLSPN-AS1",2.69630224592895
"CNGA2",2.69630224592895
"CRIP1P3",2.69630224592895
"CRYGA",2.69630224592895
"CSAG1",2.69630224592895
"CSNK1G2-AS1",2.69630224592895
"CTSLP6",2.69630224592895
"CYLC2",2.69630224592895
"D21S2088E",2.69630224592895
"DCD",2.69630224592895
"DEFB128",2.69630224592895
"DENND6A-DT",2.69630224592895
"DEPDC1-AS2",2.69630224592895
"DGAT2L7P",2.69630224592895
"DISC1-IT1",2.69630224592895
"DNAJB1P2",2.69630224592895
"DNAJB6P4",2.69630224592895
"DNM3-IT1",2.69630224592895
"DPY19L4P1",2.69630224592895
"DPY19L4P2",2.69630224592895
"DRAIC",2.69630224592895
"DYNC1I2P1",2.69630224592895
"EEF1A1P34",2.69630224592895
"EGOT",2.69630224592895
"EIF3IP1",2.69630224592895
"EMSY-DT",2.69630224592895
"ESRG",2.69630224592895
"FAM230A",2.69630224592895
"FAM230H",2.69630224592895
"FAM24A",2.69630224592895
"FAM66E",2.69630224592895
"FAM9B",2.69630224592895
"FANCD2P2",2.69630224592895
"FKBP1C",2.69630224592895
"FLJ36000",2.69630224592895
"FMR1-AS1",2.69630224592895
"FOXD2-AS1",2.69630224592895
"GAGE1",2.69630224592895
"GAL3ST2",2.69630224592895
"GALNT13-AS1",2.69630224592895
"GALNT9",2.69630224592895
"GAPDHP41",2.69630224592895
"GAR1-DT",2.69630224592895
"GJA8",2.69630224592895
"GJD4",2.69630224592895
"GKN1",2.69630224592895
"GMPSP1",2.69630224592895
"GNA14-AS1",2.69630224592895
"GNG13",2.69630224592895
"GOLGA8F",2.69630224592895
"GPR148",2.69630224592895
"GPR6",2.69630224592895
"GPR89P",2.69630224592895
"GRM5-AS1",2.69630224592895
"GRM7-AS2",2.69630224592895
"GTF2IP11",2.69630224592895
"GUCA1C",2.69630224592895
"GXYLT1P6",2.69630224592895
"H2AC2P",2.69630224592895
"H2BP6",2.69630224592895
"H3P3",2.69630224592895
"H3P43",2.69630224592895
"HAND1",2.69630224592895
"HBQ1",2.69630224592895
"HCG27",2.69630224592895
"HCP5B",2.69630224592895
