"ENTREZID","log2FC"
"1606",6.34361381575465
"4286",6.3436135929237
"64116",6.34361348295734
"375346",6.34361208308927
"22908",6.3436118079167
"10159",6.34361161447888
"7399",6.33659651008366
"200159",6.33146900755208
"11281",6.32942526978808
"157574",6.32905876476854
"92979",6.32905874776222
"161436",6.32867736082836
"22949",6.32831496766005
"80741",6.32831490814226
"345630",6.32831482334016
"23063",6.3283146919363
"100421357",6.32831449303271
"55102",6.32831425089198
"3229",6.32831415702754
"388799",6.3283141464725
"285389",6.32831409099513
"29880",6.32831386166329
"26121",6.32831384572755
"3134",6.32831384350573
"81430",6.3283138325949
"51606",6.3283138090722
"56664",6.32831375656613
"9390",6.32831366492983
"132160",6.32831333898215
"39",6.32831332443915
"9321",6.32831324245433
"4838",6.32831320607575
"26504",6.32831304492717
"133",6.32831294717641
"55214",6.32831290119464
"26046",6.32831243170846
"28512",6.32831187012393
"78992",6.32753053300249
"140862",6.32713514175918
"100653233",6.32713445512734
"427",6.32713404418124
"51617",6.32550215304708
"161176",6.32387375673096
"55179",6.31034441462758
"27434",6.30280537832412
"2248",6.28391657924354
"652995",6.28142499486021
"1877",6.2789802826566
"779",6.277761641129
"105374661",6.27500045973624
"6845",6.26591360746055
"255812",6.25228952726233
"55054",6.25176184650414
"79172",6.25176177549688
"6700",6.24321811930701
"388722",6.24004239983344
"6720",6.23982581202392
"54920",6.23216989437376
"3549",6.23103581390306
"101241875",6.22825622097171
"3120",6.2212276323399
"130106",6.21779567440426
"441880",6.19620918671427
"649024",6.19068899925516
"100506211",6.18725851398605
"9215",6.17645461232315
"6440",6.17315572405942
"100287148",6.17260350342653
"64949",6.16547700023567
"728843",6.16519486768845
"284086",6.16303051034838
"93550",6.16297220495222
"390627",6.16199899170187
"101927815",6.15591736685847
"8076",6.13960290990865
"728488",6.13755858312982
"54718",6.1285942193795
"677824",6.12685766431103
"55635",6.12685723240089
"100873905",6.12685594511515
"1071",6.126311908439
"84134",6.12591435362083
"951",6.11937527730586
"1493",6.11889556831982
"100419639",6.11885061403054
"8449",6.11164130341851
"54764",6.1105716612176
"51374",6.10533196067502
"9406",6.10519132604636
"51780",6.10368781807756
"26047",6.10361554531508
"391777",6.10361396539101
"80306",6.10204013196034
"124901429",6.09383329484544
"7033",6.08148405369053
"368",6.07072915110986
"100874243",6.06332994398083
"339403",6.06279893880304
"11270",6.05781482825916
"100861513",6.0566672833398
